,string,position
1215,в історичній літ,7
1216,в історії люд,5
1217,в історії укр,5
1218,в італійському пол,6
1219,в їхньому кла,2
1220,в її сок,3
1221,она потяга льв,5
1222,гою перевищують доп,9
1223,агу тривала доб,8
1224,ади чоловіка дет,9
1225,кий перебіг у,7
1226,жко було зро,5
1227,ива солідарна поз,9
1228,ива теза ста,5
1229,иве додаткове дже,10
1230,вим пунктом ста,5
1231,вих сферах сус,8
1232,іші інформації про,10
1233,ато розляглося сел,11
1234,цій поруч з,5
1235,тин щербачов має,10
1236,тин щербачов пре,10
1237,тин щербачов є,10
1238,ина чемериса є,5
1239,ина щербачова від,10
1240,чку забрали з,8
1241,вам аніматори ще,8
1242,вам безбожно заз,5
1243,вам виступати про,10
1244,вам здасться див,6
1245,вам знадобиться клю,10
1246,вам пощастило жит,10
1247,вам уже пос,6
1248,ами плентаються в,6
1249,ими сушеними гру,5
1250,рив справжній чиф,7
1251,зну виразку на,5
1252,ила собі пер,7
1253,рто віднотувати три,12
1254,сті витрат на,8
1255,рту біля пам,5
1256,сть перевезення пер,9
1257,сть цієї роз,6
1258,ант виявився нез,6
1259,ант роботи в,7
1260,нти були мон,7
1261,вас посилку і,7
1262,вас усіх гос,6
1263,вна виставляла кож,11
1264,вна помішала май,9
1265,вна чулася в,5
1266,сон виписує сон,7
1267,аша влада над,6
1268,шим зносинам з,6
1269,ому класі і,6
1270,шої книжки буд,6
1271,шої теорії від,5
1272,аші автографи дор,7
1273,аші запитання іді,9
1274,аші книги роз,6
1275,аші кіра най,5
1276,ась мені в,7
1277,ити народжуване кох,7
1278,тої дикої коз,5
1279,гих міщанських хат,5
1280,ння паризького тиж,7
1281,жав досконалішими у,10
1282,ися тяжкі чер,8
1283,ати саме зам,5
1284,ься стихійні яви,8
1285,есь український нар,8
1286,ері вони з,7
1287,ері подзвонити з,11
1288,чір прийшов дод,9
1289,шла покоївка з,8
1290,шли озброєні енк,8
1291,ору третім яру,8
1292,орі тою ж,5
1293,ося влаштуватися пом,6
1294,ося розгадати фіз,10
1295,вох кілька раз,5
1296,ння певних хім,5
1297,ова першого рек,5
1298,ома з’явився інт,8
1299,ома тато кур,5
1300,ома їстимуть ков,4
1301,іта замітав лис,5
1302,іта замітав лис,9
1303,ежа посеред зам,9
1304,кої механічної маш,9
1305,ика заступниця нас,8
1306,ике князівство лит,8
1307,кий портрет боб,5
1308,ким ковтком нен,9
1309,ким планом пол,6
1310,ких дозах з,5
1311,ких кількостях дод,5
1312,кою кількістю нап,5
1313,кої британії вих,8
1314,кої британії заб,8
1315,кої енергетичної кор,11
1316,кої тектонічної стр,10
1317,кої ємності сек,7
1318,ику британію так,8
1319,ику квартиру у,9
1320,ику кількість мод,5
1321,икі пароходи сто,9
1322,икі руки пок,5
1323,кій мірі баг,5
1324,зна пірамідальна буд,11
1325,зні вікна яко,5
1326,ьми швидко пер,6
1327,ель королеви вік,9
1328,ики приходили з,8
1329,сня заплановано уро,5
1330,цію формули фор,5
1331,сію меморандуму спі,7
1332,сію меморандуму спі,9
1333,сію портрета під,9
1334,сія легендарної піс,10
1335,ися через кіл,5
1336,тів були обг,7
1337,ьої частини буд,8
1338,ній частині для,8
1339,ної ради за,5
1340,ної ради у,5
1341,ної ради укр,5
1342,ної ради урс,5
1343,лку обрали соб,4
1344,есь непотріб вул,7
1345,ара збуджувальний зас,6
1346,ної установи дос,9
1347,ого стояння по,7
1348,ній київ із,5
1349,вже ані кри,4
1350,вже ближчим час,6
1351,вже були мер,7
1352,вже використовувалася у,12
1353,вже давно зви,8
1354,вже добре зна,5
1355,вже досі в,5
1356,вже згаданій кни,6
1357,вже згаданій кни,8
1358,вже згаданій кни,10
1359,вже маєте дво,5
1360,вже михайла гру,7
1361,вже можна доз,8
1362,вже найближчим час,9
1363,вже пливуть на,8
1364,вже справжня гор,7
1365,вже справжня гор,11
1366,вже таке око,7
