,string,position
1212,в руки пал,3
1213,в румынию спе,5
1214,в ряде вой,3
1215,в сабвее сто,6
1216,в самой сис,3
1217,в самолетах нах,7
1218,в самые тяж,3
1219,в сан-джиминьяно баш,13
1220,в санатории в,7
1221,в саратове и,5
1222,в саратоге на,5
1223,в сборе нал,4
1224,в сверхъестественное от,11
1225,в свои вои,5
1226,в своих гру,5
1227,в своих пло,5
1228,в севастополь и,8
1229,в северной кор,3
1230,в северо-западном рег,10
1231,в сегодняшней гру,5
1232,в секторе 180,3
1233,в середине мая,7
1234,в сети ест,5
1235,в сети инт,5
1236,в силах выр,3
1237,в силиконовой дол,7
1238,в силу зан,3
1239,в ситуации глу,6
1240,в складках тел,5
1241,в случае тог,4
1242,в собственном бес,3
1243,в собственность час,3
1244,в совместном суд,6
1245,в современной кит,8
1246,в создании лже,6
1247,в сознание мас,6
1248,в состав же,6
1249,в состав фон,6
1250,в составе адм,6
1251,в социальной пра,6
1252,в сплошную вер,8
1253,в спокойное сос,6
1254,в сравнительно нед,7
1255,в среднем на,4
1256,в стареющей евр,6
1257,в стебле рас,4
1258,в стебле рас,7
1259,в стиле дра,4
1260,в столице воз,6
1261,в столице я,6
1262,в сторону гос,4
1263,в странах так,5
1264,в стране что,5
1265,в страхе неп,5
1266,в строго кол,5
1267,в строительстве обо,6
1268,в ступичной час,6
1269,в субботнем мат,6
1270,в судьбе мое,7
1271,в существовании пар,11
1272,в тайге зав,6
1273,в таком зна,3
1274,в тале сер,3
1275,в танковой арм,3
1276,в ташкенте вос,6
1277,в ташкенте пос,6
1278,в тбилиси раз,6
1279,в телеинтервью пре,13
1280,в терапии фун,7
1281,в терминах бол,3
1282,в течение 45,5
1283,в течение бол,5
1284,в течение не,5
1285,в течение пят,5
1286,в течение сан,5
1287,в тобольске с,3
1288,в тоннель они,6
1289,в топку кот,3
1290,в тоталитарных гос,9
1291,в тридцати кил,9
1292,в тюремной кам,5
1293,в тюрьме ест,3
1294,в тюрьму при,7
1295,в удобное для,4
1296,в улыбке пок,4
1297,в управлении маш,8
1298,в усадьбу где,4
1299,в условиях бла,5
1300,в условиях дем,5
1301,в условиях раз,5
1302,в устье фин,2
1303,в ухо так,2
1304,в ущерб дру,4
1305,в феврале 201,8
1306,в феврале 56-,8
1307,в философии гал,7
1308,в финале 3,5
1309,в финале спр,5
1310,в финансовом арм,5
1311,в финском зал,3
1312,в формуле мон,3
1313,в хандсвортской афр,3
1314,в хлебах без,6
1315,в хлебнице ост,4
1316,в ходе виз,3
1317,в ходе дли,3
1318,в ходе их,3
1319,в хоре он,3
1320,в хороших спе,5
1321,в хороших фир,5
1322,в храме хри,4
1323,в художественном соо,5
1324,в целом нын,3
1325,в целях мас,3
1326,в ценах пот,3
1327,в центре дис,3
1328,в центре им,3
1329,в части защ,3
1330,в части пре,3
1331,в частности кра,3
1332,в частности рол,3
1333,в частности этн,3
1334,в часы дос,5
1335,в чемпионате рос,9
1336,в черняховском рай,8
1337,в четыре год,3
1338,в швейцарии сил,7
1339,в школы пис,4
1340,в штабе опе,4
1341,в экологические объ,8
1342,в экономику эле,6
1343,в экспансии кре,6
1344,в экспозицию муз,8
1345,в электронных сми,8
1346,в электростали и,11
